group_label,model_name,component_count,parameter_left,parameter_right,correlation
51-60,exact_bose_einstein,3,norm_2,U_2,0.9913075069418695
51-60,exact_bose_einstein,3,norm_2,norm_3,0.13330444175847683
51-60,exact_bose_einstein,3,norm_2,temperature_3,-0.19789900828635526
51-60,exact_bose_einstein,3,norm_2,U_3,-0.07095132090126885
51-60,exact_bose_einstein,3,temperature_2,norm_1,-0.0014136242755936257
51-60,exact_bose_einstein,3,temperature_2,temperature_1,0.00047132620717553475
51-60,exact_bose_einstein,3,temperature_2,U_1,0.0001500195786716489
51-60,exact_bose_einstein,3,temperature_2,norm_2,0.0016431352601559072
51-60,exact_bose_einstein,3,temperature_2,temperature_2,1.0000000000000002
51-60,exact_bose_einstein,3,temperature_2,U_2,0.042862767959041786
51-60,exact_bose_einstein,3,temperature_2,norm_3,-0.0002924597943160395
51-60,exact_bose_einstein,3,temperature_2,temperature_3,0.0004343813508196775
51-60,exact_bose_einstein,3,temperature_2,U_3,0.000156029165500355
51-60,exact_bose_einstein,3,U_2,norm_1,0.6209215011072117
51-60,exact_bose_einstein,3,U_2,temperature_1,-0.20975623828343035
51-60,exact_bose_einstein,3,U_2,U_1,-0.06508955291002956
51-60,exact_bose_einstein,3,U_2,norm_2,0.9913075069418695
51-60,exact_bose_einstein,3,U_2,temperature_2,0.042862767959041786
51-60,exact_bose_einstein,3,U_2,U_2,1.0
51-60,exact_bose_einstein,3,U_2,norm_3,0.12735142464954252
51-60,exact_bose_einstein,3,U_2,temperature_3,-0.1890541045931657
51-60,exact_bose_einstein,3,U_2,U_3,-0.0677506735720957
51-60,exact_bose_einstein,3,norm_3,norm_1,0.2156913070606701
51-60,exact_bose_einstein,3,norm_3,temperature_1,-0.053285759246259584
51-60,exact_bose_einstein,3,norm_3,U_1,-0.00986963911641119
51-60,exact_bose_einstein,3,norm_3,norm_2,0.13330444175847683
51-60,exact_bose_einstein,3,norm_3,temperature_2,-0.0002924597943160395
51-60,exact_bose_einstein,3,norm_3,U_2,0.12735142464954252
51-60,exact_bose_einstein,3,norm_3,norm_3,0.9999999999999999
51-60,exact_bose_einstein,3,norm_3,temperature_3,0.7453376784384651
51-60,exact_bose_einstein,3,norm_3,U_3,0.8884172873968169
51-60,exact_bose_einstein,3,temperature_3,norm_1,-0.3243949508717365
51-60,exact_bose_einstein,3,temperature_3,temperature_1,0.0775206499472963
51-60,exact_bose_einstein,3,temperature_3,U_1,0.012574269047031794
51-60,exact_bose_einstein,3,temperature_3,norm_2,-0.19789900828635526
51-60,exact_bose_einstein,3,temperature_3,temperature_2,0.0004343813508196775
51-60,exact_bose_einstein,3,temperature_3,U_2,-0.1890541045931657
51-60,exact_bose_einstein,3,temperature_3,norm_3,0.7453376784384651
51-60,exact_bose_einstein,3,temperature_3,temperature_3,1.0000000000000002
51-60,exact_bose_einstein,3,temperature_3,U_3,0.9668623009992721
51-60,exact_bose_einstein,3,U_3,norm_1,-0.12016231515303434
51-60,exact_bose_einstein,3,U_3,temperature_1,0.02916063465577815
51-60,exact_bose_einstein,3,U_3,U_1,0.00538334315328849
51-60,exact_bose_einstein,3,U_3,norm_2,-0.07095132090126885
51-60,exact_bose_einstein,3,U_3,temperature_2,0.000156029165500355
51-60,exact_bose_einstein,3,U_3,U_2,-0.0677506735720957
51-60,exact_bose_einstein,3,U_3,norm_3,0.8884172873968169
51-60,exact_bose_einstein,3,U_3,temperature_3,0.9668623009992721
51-60,exact_bose_einstein,3,U_3,U_3,1.0
51-60,tsallis,3,norm_1,norm_1,0.9999999999999999
51-60,tsallis,3,norm_1,temperature_1,-0.9731114539939856
51-60,tsallis,3,norm_1,q_1,0.9235645710350726
51-60,tsallis,3,norm_1,norm_2,0.1645115440181984
51-60,tsallis,3,norm_1,temperature_2,-0.16181016678117396
51-60,tsallis,3,norm_1,q_2,0.14388859322166614
51-60,tsallis,3,norm_1,norm_3,-0.746636173349887
51-60,tsallis,3,norm_1,temperature_3,0.5925408033812157
51-60,tsallis,3,norm_1,q_3,0.0018072927509586558
51-60,tsallis,3,temperature_1,norm_1,-0.9731114539939856
51-60,tsallis,3,temperature_1,temperature_1,1.0
51-60,tsallis,3,temperature_1,q_1,-0.9848983177222748
51-60,tsallis,3,temperature_1,norm_2,-0.19220716893177342
51-60,tsallis,3,temperature_1,temperature_2,0.18807177473270295
51-60,tsallis,3,temperature_1,q_2,-0.16592139745793488
51-60,tsallis,3,temperature_1,norm_3,0.8126246913772355
51-60,tsallis,3,temperature_1,temperature_3,-0.6391655474405017
51-60,tsallis,3,temperature_1,q_3,-0.0021103441971083575
51-60,tsallis,3,q_1,norm_1,0.9235645710350726
51-60,tsallis,3,q_1,temperature_1,-0.9848983177222748
51-60,tsallis,3,q_1,q_1,1.0
51-60,tsallis,3,q_1,norm_2,0.1756837234876453
51-60,tsallis,3,q_1,temperature_2,-0.17440848563305067
51-60,tsallis,3,q_1,q_2,0.1572647371526224
51-60,tsallis,3,q_1,norm_3,-0.873085690580165
51-60,tsallis,3,q_1,temperature_3,0.7042956149050681
51-60,tsallis,3,q_1,q_3,0.001989197447883328
51-60,tsallis,3,norm_2,norm_1,0.1645115440181984
51-60,tsallis,3,norm_2,temperature_1,-0.19220716893177342
51-60,tsallis,3,norm_2,q_1,0.1756837234876453
51-60,tsallis,3,norm_2,norm_2,1.0000000000000002
51-60,tsallis,3,norm_2,temperature_2,-0.9876021039097967
51-60,tsallis,3,norm_2,q_2,0.8955035522771749
51-60,tsallis,3,norm_2,norm_3,0.08069221877675631
51-60,tsallis,3,norm_2,temperature_3,-0.3234348931088403
51-60,tsallis,3,norm_2,q_3,-0.0002565662669276276
51-60,tsallis,3,temperature_2,norm_1,-0.16181016678117396
51-60,tsallis,3,temperature_2,temperature_1,0.18807177473270295
51-60,tsallis,3,temperature_2,q_1,-0.17440848563305067
51-60,tsallis,3,temperature_2,norm_2,-0.9876021039097967
51-60,tsallis,3,temperature_2,temperature_2,1.0
51-60,tsallis,3,temperature_2,q_2,-0.9459101322823974
51-60,tsallis,3,temperature_2,norm_3,-0.054465146671654134
51-60,tsallis,3,temperature_2,temperature_3,0.2813872345056963
51-60,tsallis,3,temperature_2,q_3,0.00011814977716882656
51-60,tsallis,3,q_2,norm_1,0.14388859322166614
51-60,tsallis,3,q_2,temperature_1,-0.16592139745793488
51-60,tsallis,3,q_2,q_1,0.1572647371526224
51-60,tsallis,3,q_2,norm_2,0.8955035522771749
51-60,tsallis,3,q_2,temperature_2,-0.9459101322823974
51-60,tsallis,3,q_2,q_2,1.0
51-60,tsallis,3,q_2,norm_3,0.014721685976605108
51-60,tsallis,3,q_2,temperature_3,-0.20108558117410483
51-60,tsallis,3,q_2,q_3,7.590063165818484e-05
51-60,tsallis,3,norm_3,norm_1,-0.746636173349887
51-60,tsallis,3,norm_3,temperature_1,0.8126246913772355
51-60,tsallis,3,norm_3,q_1,-0.873085690580165
51-60,tsallis,3,norm_3,norm_2,0.08069221877675631
51-60,tsallis,3,norm_3,temperature_2,-0.054465146671654134
51-60,tsallis,3,norm_3,q_2,0.014721685976605108
51-60,tsallis,3,norm_3,norm_3,1.0000000000000002
51-60,tsallis,3,norm_3,temperature_3,-0.9507755427448495
51-60,tsallis,3,norm_3,q_3,0.0013860297217877734
51-60,tsallis,3,temperature_3,norm_1,0.5925408033812157
51-60,tsallis,3,temperature_3,temperature_1,-0.6391655474405017
