pt,yield,stat_err,sys_err
0.5,9.508787132292808,0.19017574264585616,0.47543935661464043
0.8979591836734694,2.850096343943763,0.05700192687887526,0.14250481719718816
1.2959183673469388,0.7116701250746871,0.014233402501493742,0.035583506253734354
1.693877551020408,0.2529474035986471,0.005058948071972942,0.012647370179932355
2.0918367346938775,0.09615415399366808,0.0019230830798733617,0.004807707699683405
2.489795918367347,0.03920560860320081,0.0007841121720640163,0.001960280430160041
2.887755102040816,0.017395233157997257,0.00034790466315994515,0.0008697616578998629
3.2857142857142856,0.008535858492490975,0.0001707171698498195,0.0004267929246245488
3.683673469387755,0.004767647327267336,9.535294654534673e-05,0.00023838236636336682
4.081632653061225,0.0025051931429265523,5.010386285853105e-05,0.00012525965714632763
4.479591836734694,0.001366718245575222,2.7334364911504442e-05,6.833591227876111e-05
4.877551020408164,0.0008186725971636898,1.6373451943273797e-05,4.093362985818449e-05
5.275510204081632,0.0005054917766209687,1.0109835532419373e-05,2.5274588831048433e-05
5.673469387755102,0.0003246222429043283,6.4924448580865665e-06,1.6231112145216417e-05
6.071428571428571,0.00019704176018812706,3.940835203762541e-06,9.852088009406354e-06
6.469387755102041,0.00013313360001683555,2.662672000336711e-06,6.6566800008417776e-06
6.86734693877551,9.27645651269636e-05,1.855291302539272e-06,4.6382282563481804e-06
7.26530612244898,6.179923192466117e-05,1.2359846384932233e-06,3.0899615962330587e-06
7.663265306122449,4.5555946694889866e-05,9.111189338977973e-07,2.2777973347444936e-06
8.061224489795919,3.406957624051511e-05,6.813915248103022e-07,1.7034788120257556e-06
8.459183673469388,2.128277655115761e-05,4.256555310231522e-07,1.0641388275578805e-06
8.857142857142858,1.5920791987771087e-05,3.1841583975542174e-07,7.960395993885544e-07
9.255102040816327,1.1490228936657189e-05,2.2980457873314377e-07,5.745114468328595e-07
9.653061224489797,8.717988353977716e-06,1.7435976707955432e-07,4.358994176988858e-07
10.051020408163264,7.021012234674771e-06,1.4042024469349544e-07,3.510506117337386e-07
10.448979591836734,4.85851670291601e-06,9.71703340583202e-08,2.429258351458005e-07
10.846938775510203,4.373672892232232e-06,8.747345784464465e-08,2.1868364461161163e-07
11.244897959183673,3.0777121027810968e-06,6.155424205562194e-08,1.5388560513905486e-07
11.642857142857142,2.6303779504969903e-06,5.2607559009939805e-08,1.315188975248495e-07
12.040816326530612,1.9115692579014013e-06,3.8231385158028026e-08,9.557846289507007e-08
12.438775510204081,1.5898289774622282e-06,3.1796579549244563e-08,7.949144887311141e-08
12.83673469387755,1.2329521524898916e-06,2.4659043049797834e-08,6.164760762449459e-08
13.23469387755102,9.821168953853198e-07,1.9642337907706397e-08,4.910584476926599e-08
13.63265306122449,8.555927852666036e-07,1.7111855705332072e-08,4.2779639263330186e-08
14.03061224489796,6.644229314986799e-07,1.3288458629973598e-08,3.322114657493399e-08
14.428571428571429,5.477320944052881e-07,1.0954641888105763e-08,2.7386604720264407e-08
14.826530612244898,4.523985576016489e-07,9.047971152032978e-09,2.2619927880082446e-08
15.224489795918368,3.959929252385041e-07,7.919858504770083e-09,1.9799646261925207e-08
15.622448979591837,3.19319595744658e-07,6.38639191489316e-09,1.59659797872329e-08
16.02040816326531,2.613545452553953e-07,5.227090905107906e-09,1.3067727262769764e-08
16.418367346938776,2.2088357203155504e-07,4.417671440631101e-09,1.1044178601577753e-08
16.816326530612244,1.8671330488752856e-07,3.734266097750571e-09,9.335665244376429e-09
17.214285714285715,1.618113453910913e-07,3.2362269078218264e-09,8.090567269554566e-09
17.612244897959183,1.2064519819496479e-07,2.4129039638992956e-09,6.03225990974824e-09
18.010204081632654,1.1440113388740071e-07,2.288022677748014e-09,5.720056694370036e-09
18.408163265306122,8.616745169862265e-08,1.723349033972453e-09,4.3083725849311326e-09
18.806122448979593,8.281918625930194e-08,1.6563837251860389e-09,4.140959312965097e-09
19.20408163265306,7.503400818878854e-08,1.5006801637757709e-09,3.751700409439427e-09
19.60204081632653,5.970727304739823e-08,1.1941454609479648e-09,2.9853636523699118e-09
20.0,4.704393346031427e-08,9.408786692062853e-10,2.3521966730157136e-09
