pt,yield,stat_err,sys_err
0.5,207.49423363526475,4.149884672705295,10.374711681763237
0.8979591836734694,99.47557900320805,1.9895115800641612,4.973778950160403
1.2959183673469388,40.83309072681748,0.8166618145363497,2.0416545363408742
1.693877551020408,17.562166501277478,0.3512433300255496,0.8781083250638739
2.0918367346938775,9.29693397161786,0.18593867943235717,0.464846698580893
2.489795918367347,4.512662395319256,0.09025324790638513,0.22563311976596281
2.887755102040816,2.407814551520158,0.04815629103040316,0.12039072757600791
3.2857142857142856,1.4989006661474922,0.029978013322949845,0.0749450333073746
3.683673469387755,0.8524768791973305,0.01704953758394661,0.04262384395986653
4.081632653061225,0.5664241295145714,0.01132848259029143,0.028321206475728573
4.479591836734694,0.4161085153585329,0.008322170307170657,0.020805425767926645
4.877551020408164,0.27906885800691517,0.005581377160138303,0.01395344290034576
5.275510204081632,0.17220107491522954,0.003444021498304591,0.008610053745761478
5.673469387755102,0.12375398787383131,0.0024750797574766264,0.006187699393691566
6.071428571428571,0.0967897060074463,0.001935794120148926,0.004839485300372315
6.469387755102041,0.07353617863680316,0.0014707235727360632,0.003676808931840158
6.86734693877551,0.05409959758011166,0.0010819919516022332,0.0027049798790055833
7.26530612244898,0.04222853595355066,0.0008445707190710132,0.002111426797677533
7.663265306122449,0.030401304550688093,0.0006080260910137619,0.0015200652275344046
8.061224489795919,0.02458479473261768,0.0004916958946523536,0.001229239736630884
8.459183673469388,0.01969128468454008,0.0003938256936908016,0.0009845642342270042
8.857142857142858,0.015893986428287626,0.0003178797285657525,0.0007946993214143814
9.255102040816327,0.012544518913092786,0.00025089037826185574,0.0006272259456546394
9.653061224489797,0.00948688476199897,0.0001897376952399794,0.00047434423809994853
10.051020408163264,0.008300667559016312,0.00016601335118032623,0.0004150333779508156
10.448979591836734,0.006890055904192878,0.00013780111808385756,0.0003445027952096439
10.846938775510203,0.00533560080993737,0.0001067120161987474,0.0002667800404968685
11.244897959183673,0.0042839729150219,8.5679458300438e-05,0.000214198645751095
11.642857142857142,0.0035553272210786576,7.110654442157315e-05,0.0001777663610539329
12.040816326530612,0.003439323926885488,6.878647853770976e-05,0.0001719661963442744
12.438775510204081,0.0028911247071784123,5.782249414356825e-05,0.00014455623535892062
12.83673469387755,0.002443707752622245,4.88741550524449e-05,0.00012218538763111226
13.23469387755102,0.002015877108831566,4.0317542176631316e-05,0.0001007938554415783
13.63265306122449,0.0016232158633004087,3.2464317266008176e-05,8.116079316502044e-05
14.03061224489796,0.0013794933082080922,2.7589866164161845e-05,6.897466541040461e-05
14.428571428571429,0.0012244465193845626,2.4488930387691253e-05,6.122232596922814e-05
14.826530612244898,0.001057112213686651,2.114224427373302e-05,5.285561068433256e-05
15.224489795918368,0.000866609665770738,1.733219331541476e-05,4.33304832885369e-05
15.622448979591837,0.0008511037774963918,1.7022075549927836e-05,4.2555188874819595e-05
16.02040816326531,0.0006483493784405893,1.2966987568811787e-05,3.2417468922029466e-05
16.418367346938776,0.0006543035333973368,1.3086070667946736e-05,3.271517666986684e-05
16.816326530612244,0.000595736001462746,1.191472002925492e-05,2.97868000731373e-05
17.214285714285715,0.0004402774346843838,8.805548693687677e-06,2.201387173421919e-05
17.612244897959183,0.0004362045953285964,8.724091906571929e-06,2.1810229766429823e-05
18.010204081632654,0.0003991063039711389,7.982126079422778e-06,1.9955315198556947e-05
18.408163265306122,0.00034423280301664844,6.884656060332969e-06,1.7211640150832423e-05
18.806122448979593,0.00030948807258497033,6.189761451699407e-06,1.547440362924852e-05
19.20408163265306,0.00027429314016957907,5.485862803391582e-06,1.3714657008478954e-05
19.60204081632653,0.00025394401713689063,5.078880342737813e-06,1.2697200856844532e-05
20.0,0.00021924737303244155,4.384947460648831e-06,1.0962368651622078e-05
